cpx_gene,pls_metabolite,VECPAC r,VECPAC p-values,VECPAC n,DSS r,DSS p-values,DSS n,LPS r,LPS p-values,LPS n,Pooled r,Pooled p-values,Pooled n,r Count,Consistent,Sign,edge_dir,Pooled FDR
ENSMUSG00000022427-P,p-Toluic acid,1.0,0.0,4,0.4,0.6,4,0.81167945,0.049857585,6,0.851485664,0.000111614,14,3,True,+,1,0.056988561
ENSMUSG00000045284-P,p-Toluic acid,1.0,0.0,4,0.8,0.2,4,0.579771036,0.227783957,6,0.814081901,0.000394282,14,3,True,+,1,0.075390078
ENSMUSG00000027646-P,p-Toluic acid,0.8,0.2,4,1.0,0.0,4,0.869656553,0.024376892,6,0.825083008,0.000280465,14,3,True,+,1,0.068741648
ENSMUSG00000030703-P,Pentadecanoic acid,0.89754911,0.006102124,7,1.0,0.0,4,0.707106781,0.181690114,5,0.914881757,6.91e-07,16,3,True,+,1,0.002671119
ENSMUSG00000004285-P,Pentadecanoic acid,-0.612637475,0.143588575,7,-1.0,0.0,4,-0.8,0.104088039,5,-0.749080409,0.000838855,16,3,True,-,-1,0.09748109
ENSMUSG00000038827-P,Pentadecanoic acid,0.846881215,0.016197127,7,1.0,0.0,4,0.5,0.391002219,5,0.860927385,1.85e-05,16,3,True,+,1,0.027394086
ENSMUSG00000030216-P,"Pentanedioic acid, 3-methyl-3-[(trimethylsilyl)oxy]-",0.928571429,0.002519472,7,,,2,0.504524979,0.248203114,7,0.849154019,3.17e-05,16,2,True,+,1,0.035186847
ENSMUSG00000039883-P,"Pentanedioic acid, 3-methyl-3-[(trimethylsilyl)oxy]-",-0.607142857,0.148231161,7,,,2,-0.810843716,0.026916329,7,-0.760853775,0.000620092,16,2,True,-,-1,0.089010732
ENSMUSG00000001687-P,"Pentanedioic acid, 3-methyl-3-[(trimethylsilyl)oxy]-",0.785714286,0.036238463,7,,,2,0.846881215,0.016197127,7,0.763797116,0.000573473,16,2,True,+,1,0.086585654
ENSMUSG00000055447-P,"Pentanedioic acid, 3-methyl-3-[(trimethylsilyl)oxy]-",0.642857143,0.119392373,7,,,2,0.378393734,0.402602202,7,0.746137067,0.000902426,16,2,True,+,1,0.098452429
ENSMUSG00000038084-P,"Pentanedioic acid, 3-methyl-3-[(trimethylsilyl)oxy]-",0.5,0.253169995,7,,,2,0.540562478,0.210289253,7,0.753495421,0.000750419,16,2,True,+,1,0.096480633
ENSMUSG00000040661-P,"Pentanedioic acid, 3-methyl-3-[(trimethylsilyl)oxy]-",0.928571429,0.002519472,7,,,2,0.774806218,0.040769463,7,0.860927385,1.85e-05,16,2,True,+,1,0.027394086
ENSMUSG00000105302-P,"Pentanedioic acid, 3-methyl-3-[(trimethylsilyl)oxy]-",0.428571429,0.337368311,7,,,2,0.991031209,1.46e-05,7,0.746137067,0.000902426,16,2,True,+,1,0.098452429
ENSMUSG00000024975-P,"Pentenoic acid, 4-[(trimethylsilyl)oxy]-",0.684712472,0.089666453,7,1.0,0.0,3,0.95499371,0.000805535,7,0.742331847,0.000643484,17,3,True,+,1,0.089999952
ENSMUSG00000049295-P,Phenoxyacetic acid,-0.785714286,0.036238463,7,,,1,-0.162168743,0.728299563,7,-0.773905582,0.000709709,15,2,True,-,-1,0.094251803
ENSMUSG00000016018-P,Phenoxyacetic acid,-0.892857143,0.006807187,7,,,1,-0.648674973,0.114995981,7,-0.772118271,0.000743494,15,2,True,-,-1,0.096010578
ENSMUSG00000052751-P,phenoxyethanol,-0.071428571,0.879048193,7,-0.8,0.2,4,-0.785714286,0.036238463,7,-0.73993808,0.000447266,18,3,True,-,-1,0.078582552
ENSMUSG00000102142-P,phenoxyethanol,-0.612372436,0.143810809,7,-0.737864787,0.262135213,4,-0.074124932,0.874507032,7,-0.752411166,0.000315197,18,3,True,-,-1,0.070312975
ENSMUSG00000021929-P,phenoxyethanol,-0.642857143,0.119392373,7,-1.0,0.0,4,-0.785714286,0.036238463,7,-0.787409701,0.00010501,18,3,True,-,-1,0.056988561
ENSMUSG00000019088-P,phenoxyethanol,-1.0,0.0,7,-0.8,0.2,4,-0.571428571,0.180201989,7,-0.73374613,0.000528393,18,3,True,-,-1,0.083736289
ENSMUSG00000056054-P,Phenylalanine,-0.944911183,0.001327925,7,-0.866025404,0.333333333,3,-0.222717702,0.63120991,7,-0.74164297,0.000655055,17,3,True,-,-1,0.090362901
ENSMUSG00000030268-P,Phenylalanine,-0.944911183,0.001327925,7,-0.866025404,0.333333333,3,-0.17978663,0.6996935,7,-0.735188111,0.000772107,17,3,True,-,-1,0.097274571
ENSMUSG00000017405-P,Phosalone,-0.695725243,0.124789337,6,,,0,-0.892857143,0.006807187,7,-0.822559238,0.000555759,13,2,True,-,-1,0.085558767
ENSMUSG00000001964-P,Pimelic acid,-0.857142857,0.013697327,7,-1.0,0.0,4,-0.6,0.28475698,5,-0.744117647,0.000948283,16,3,True,-,-1,0.098452429
ENSMUSG00000032238-P,Pimelic acid,0.642857143,0.119392373,7,1.0,0.0,4,1.0,1.3999999999999999e-24,5,0.747058824,0.000882107,16,3,True,+,1,0.097857182
ENSMUSG00000029550-P,Pimelic acid,-0.714285714,0.071343561,7,-1.0,0.0,4,-0.9,0.037386073,5,-0.75,0.000819764,16,3,True,-,-1,0.09748109
ENSMUSG00000028041-P,Pimelic acid,-0.821428571,0.023448808,7,-0.8,0.2,4,-0.4,0.504631575,5,-0.776470588,0.000404351,16,3,True,-,-1,0.076139417
ENSMUSG00000031657-P,Pimelic acid,0.857142857,0.013697327,7,1.0,0.0,4,0.3,0.623837665,5,0.747058824,0.000882107,16,3,True,+,1,0.097857182
ENSMUSG00000046947-P,Pimelic acid,-0.892857143,0.006807187,7,-1.0,0.0,4,-0.3,0.623837665,5,-0.791176471,0.000261946,16,3,True,-,-1,0.067071685
ENSMUSG00000020886-P,Pimelic acid,-0.642857143,0.119392373,7,-0.8,0.2,4,-0.9,0.037386073,5,-0.761764706,0.000605343,16,3,True,-,-1,0.088618622
ENSMUSG00000101059-P,Pimelic acid,0.757240185,0.048690706,7,0.737864787,0.262135213,4,0.894427191,0.040519326,5,0.81111637,0.000137342,16,3,True,+,1,0.059783548
ENSMUSG00000039000-P,Pipecolic acid,0.49280538,0.320632583,6,0.2,0.8,4,0.540562478,0.210289253,7,0.801227597,0.000110663,17,3,True,+,1,0.056988561
ENSMUSG00000023046-P,Pipecolic acid,-0.49280538,0.320632583,6,-0.4,0.6,4,-0.630656224,0.128887696,7,-0.78159568,0.000210913,17,3,True,-,-1,0.067071685
ENSMUSG00000067928-P,"Propanetriol, 2-methyl-",0.342356236,0.452251222,7,0.4,0.6,4,0.892857143,0.006807187,7,0.710376966,0.000954305,18,3,True,+,1,0.098767058
ENSMUSG00000091183-P,"Propanetriol, 2-methyl-",0.486172435,0.268626587,7,0.632455532,0.367544468,4,0.852436714,0.014814085,7,0.72711943,0.000628524,18,3,True,+,1,0.089059848
ENSMUSG00000024800-P,"Propanetriol, 2-methyl-",0.810843716,0.026916329,7,0.8,0.2,4,0.607142857,0.148231161,7,0.710376966,0.000954305,18,3,True,+,1,0.098767058
ENSMUSG00000041012-P,"Propanoic acid, 2-methyl-",-0.771428571,0.072396501,6,-0.8,0.2,4,-0.178571429,0.701657943,7,-0.779411765,0.000225699,17,3,True,-,-1,0.067071685
ENSMUSG00000041134-P,"Propanoic acid, 2-oxo-",,,0,-1.0,0.0,4,-1.0,0.0,3,-1.0,0.0,7,2,True,-,-1,0.0
ENSMUSG00000032238-P,"Propanoic acid, 2-oxo-",,,0,1.0,0.0,4,1.0,0.0,3,1.0,0.0,7,2,True,+,1,0.0
ENSMUSG00000057181-P,"Propanoic acid, 2-oxo-",,,0,-1.0,0.0,4,-0.5,0.666666667,3,-0.964285714,0.000454149,7,2,True,-,-1,0.078582552
ENSMUSG00000062040-P,"Propanoic acid, 2-oxo-",,,0,1.0,0.0,4,1.0,0.0,3,1.0,0.0,7,2,True,+,1,0.0
ENSMUSG00000031079-P,"Propanoic acid, 2-oxo-",,,0,-0.8,0.2,4,-1.0,0.0,3,-0.964285714,0.000454149,7,2,True,-,-1,0.078582552
ENSMUSG00000043614-P,"Propiophenone, 3',4'-dimethoxy-",,,2,1.0,0.0,3,1.0,0.0,3,0.952380952,0.0002604,8,2,True,+,1,0.067071685
ENSMUSG00000001687-P,Propylamine,0.714285714,0.110787172,6,0.5,0.666666667,3,0.666693722,0.10192046,7,0.793230531,0.000245875,16,3,True,+,1,0.067071685
ENSMUSG00000096971-P,Propylamine,0.485714286,0.328723032,6,0.5,0.666666667,3,0.360374985,0.427148809,7,0.762325446,0.000596408,16,3,True,+,1,0.088618622
ENSMUSG00000069631-P,Propylamine,0.771428571,0.072396501,6,1.0,0.0,3,0.918956212,0.003436626,7,0.75055208,0.000808475,16,3,True,+,1,0.09748109
ENSMUSG00000014846-P,Propylamine,-0.485714286,0.328723032,6,-1.0,0.0,3,-0.594618725,0.159089994,7,-0.768212129,0.000508979,16,3,True,-,-1,0.082373118
ENSMUSG00000072763-P,Propylamine,1.0,0.0,6,0.5,0.666666667,3,0.630656224,0.128887696,7,0.803532226,0.000177058,16,3,True,+,1,0.065404371
ENSMUSG00000020135-P,"Pyrimidine, 5-methyl-2,4-bis[(trimethylsilyl)oxy]-",-0.142857143,0.7599453,7,-0.4,0.6,4,-0.714285714,0.071343561,7,-0.746130031,0.000376859,18,3,True,-,-1,0.073907169
ENSMUSG00000064246-P,"Pyrimidine, 5-methyl-2,4-bis[(trimethylsilyl)oxy]-",0.642857143,0.119392373,7,0.8,0.2,4,0.642857143,0.119392373,7,0.754385965,0.000297661,18,3,True,+,1,0.070030494
ENSMUSG00000041491-P,"Pyrimidine, 5-methyl-2,4-bis[(trimethylsilyl)oxy]-",0.642857143,0.119392373,7,0.4,0.6,4,0.071428571,0.879048193,7,0.721362229,0.00072796,18,3,True,+,1,0.095246392
ENSMUSG00000056735-P,Pyroglutamic acid,-0.2,0.8,4,-0.25819889,0.74180111,4,-1.0,1.3999999999999999e-24,5,-0.895041285,3.58e-05,13,3,True,-,-1,0.036368496
ENSMUSG00000039000-P,Pyroglutamic acid,0.8,0.2,4,0.4,0.6,4,0.7,0.188120404,5,0.901098901,2.61e-05,13,3,True,+,1,0.033191358
ENSMUSG00000023046-P,Pyroglutamic acid,-0.4,0.6,4,-0.8,0.2,4,-0.8,0.104088039,5,-0.857142857,0.000180934,13,3,True,-,-1,0.065404371
ENSMUSG00000026527-P,"Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-",-0.892857143,0.006807187,7,-0.632455532,0.367544468,4,-0.678571429,0.093750254,7,-0.855224166,6.1e-06,18,3,True,-,-1,0.015275194
ENSMUSG00000023046-P,"Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-",-0.321428571,0.482072038,7,-0.6,0.4,4,-0.571428571,0.180201989,7,-0.737874097,0.000473057,18,3,True,-,-1,0.080592749
ENSMUSG00000037012-P,Ribitol,-0.2,0.747060078,5,,,2,-0.8,0.2,4,-0.872727273,0.000454615,11,2,True,-,-1,0.078582552
ENSMUSG00000010607-P,Ser-Leu,-0.872081599,0.053854218,5,,,2,-0.607142857,0.148231161,7,-0.809681458,0.000449103,14,2,True,-,-1,0.078582552
ENSMUSG00000046157-P,Serine,-0.894427191,0.040519326,5,-0.316227766,0.683772234,4,,,2,-0.951787014,6.48e-06,11,2,True,-,-1,0.015275194
ENSMUSG00000056735-P,Serine,-0.670820393,0.215169943,5,-0.816496581,0.183503419,4,,,2,-0.955919046,4.35e-06,11,2,True,-,-1,0.012455153
ENSMUSG00000023046-P,Serine,-0.894427191,0.040519326,5,-0.316227766,0.683772234,4,,,2,-0.960983024,2.53e-06,11,2,True,-,-1,0.008092644
ENSMUSG00000024687-P,Sertraline carbamoyl glucuronide,0.5,0.666666667,3,1.0,0.0,3,0.4,0.6,4,0.878787879,0.000813862,10,3,True,+,1,0.09748109
ENSMUSG00000034863-P,Sertraline carbamoyl glucuronide,-1.0,0.0,3,-1.0,0.0,3,-0.8,0.2,4,-0.963636364,7.32e-06,10,3,True,-,-1,0.016113628
ENSMUSG00000045817-P,Sertraline carbamoyl glucuronide,1.0,0.0,3,1.0,0.0,3,0.8,0.2,4,0.951515152,2.28e-05,10,3,True,+,1,0.029711909
ENSMUSG00000045930-P,Sertraline carbamoyl glucuronide,1.0,0.0,3,1.0,0.0,3,0.8,0.2,4,0.939393939,5.48e-05,10,3,True,+,1,0.044356916
ENSMUSG00000070643-P,Sertraline carbamoyl glucuronide,1.0,0.0,3,0.5,0.666666667,3,0.8,0.2,4,0.927272727,0.000112035,10,3,True,+,1,0.056988561
ENSMUSG00000034786-P,Stearic acid,0.821428571,0.023448808,7,,,1,0.542857143,0.265702624,6,0.789879466,0.000776763,14,2,True,+,1,0.09748109
ENSMUSG00000042626-P,"Stigmast-5-ene, 3beta-",-0.714285714,0.071343561,7,-0.2,0.8,4,-0.964285714,0.000454149,7,-0.73374613,0.000528393,18,3,True,-,-1,0.083736289
ENSMUSG00000005510-P,"Stigmast-5-ene, 3beta-",0.821428571,0.023448808,7,0.4,0.6,4,0.785714286,0.036238463,7,0.766769866,0.000205354,18,3,True,+,1,0.067071685
ENSMUSG00000031751-P,Suberic acid,-0.321428571,0.482072038,7,-1.0,0.0,4,-0.428571429,0.337368311,7,-0.721362229,0.00072796,18,3,True,-,-1,0.095246392
ENSMUSG00000029550-P,Suberic acid,-0.75,0.0521814,7,-1.0,0.0,4,-0.714285714,0.071343561,7,-0.723426213,0.000690902,18,3,True,-,-1,0.093141217
ENSMUSG00000026483-P,Supraene,-1.0,0.0,6,,,1,-0.2,0.704,6,-0.807692308,0.00083916,13,2,True,-,-1,0.09748109
ENSMUSG00000027349-P,Supraene,0.714285714,0.110787172,6,,,1,0.657142857,0.156174927,6,0.813186813,0.000723608,13,2,True,+,1,0.095082146
ENSMUSG00000027646-P,Supraene,0.885714286,0.018845481,6,,,1,0.657142857,0.156174927,6,0.82967033,0.000450286,13,2,True,+,1,0.078582552
ENSMUSG00000048175-P,"Tacrine, N-trimethylsilyl-",,,2,-1.0,0.0,3,-0.942857143,0.004804665,6,-0.881818182,0.000330169,11,2,True,-,-1,0.070704867
ENSMUSG00000030060-P,Tartronic acid,-0.6,0.28475698,5,-0.8,0.2,4,-0.178571429,0.701657943,7,-0.744117647,0.000948283,16,3,True,-,-1,0.098452429
ENSMUSG00000001687-P,Tartronic acid,0.8,0.104088039,5,0.4,0.6,4,0.928571429,0.002519472,7,0.811764706,0.000134322,16,3,True,+,1,0.059783548
ENSMUSG00000034768-P,"Thiazolo[4,5-f]quinoline, 2,9-dimethyl-",-0.771428571,0.072396501,6,,,2,-0.927426034,0.002620044,7,-0.765654177,0.000876758,15,2,True,-,-1,0.097743368
ENSMUSG00000003949-P,Tributyl acetylcitrate,-0.684712472,0.089666453,7,-0.5,0.666666667,3,-0.738768719,0.057858497,7,-0.730061899,0.000876957,17,3,True,-,-1,0.097743368
ENSMUSG00000102664-P,Tributyl acetylcitrate,0.882918713,0.008450342,7,0.5,0.666666667,3,0.864899964,0.011965035,7,0.725707806,0.000975019,17,3,True,+,1,0.099661182
ENSMUSG00000021990-P,Tributyl acetylcitrate,0.666693722,0.10192046,7,0.5,0.666666667,3,0.48650623,0.268248562,7,0.785276665,0.000187828,17,3,True,+,1,0.066441336
ENSMUSG00000024941-P,Triethanolamine,-0.882918713,0.008450342,7,-1.0,0.0,4,-0.607142857,0.148231161,7,-0.720702213,0.000740155,18,3,True,-,-1,0.095704141
ENSMUSG00000014195-P,Triethanolamine,-0.630656224,0.128887696,7,-1.0,0.0,4,-0.821428571,0.023448808,7,-0.735157558,0.000508893,18,3,True,-,-1,0.082373118
ENSMUSG00000001687-P,Triethanolamine,0.828862466,0.021173516,7,0.4,0.6,4,0.821428571,0.023448808,7,0.815694481,3.69e-05,18,3,True,+,1,0.036894434
ENSMUSG00000031657-P,Triethanolamine,0.684712472,0.089666453,7,0.8,0.2,4,0.892857143,0.006807187,7,0.792978939,8.65e-05,18,3,True,+,1,0.053710515
ENSMUSG00000038084-P,Triethanolamine,0.576599976,0.175381825,7,0.8,0.2,4,0.428571429,0.337368311,7,0.71347454,0.000885246,18,3,True,+,1,0.097857182
ENSMUSG00000031617-P,Triethanolamine,0.846881215,0.016197127,7,0.8,0.2,4,0.25,0.588724448,7,0.732059984,0.000552505,18,3,True,+,1,0.08537191
ENSMUSG00000040661-P,Triethanolamine,0.95499371,0.000805535,7,0.4,0.6,4,0.785714286,0.036238463,7,0.714507065,0.000863173,18,3,True,+,1,0.09748109
ENSMUSG00000105302-P,Triethanolamine,0.396412484,0.37863471,7,1.0,0.0,4,0.964285714,0.000454149,7,0.709344441,0.000978298,18,3,True,+,1,0.099893349
ENSMUSG00000072763-P,Triethanolamine,0.666693722,0.10192046,7,0.8,0.2,4,0.464285714,0.293934108,7,0.762003199,0.000237506,18,3,True,+,1,0.067071685
ENSMUSG00000034584-P,Trimidox,-0.637748139,0.17307111,6,-0.5,0.666666667,3,-0.7,0.188120404,5,-0.822882786,0.000300783,14,3,True,-,-1,0.070097365
ENSMUSG00000035941-P,Trimidox,-0.485714286,0.328723032,6,-0.5,0.666666667,3,-0.9,0.037386073,5,-0.824175824,0.000288704,14,3,True,-,-1,0.069237195
ENSMUSG00000046351-P,Trimidox,-0.828571429,0.041562682,6,-0.5,0.666666667,3,-0.8,0.104088039,5,-0.837362637,0.000186397,14,3,True,-,-1,0.066409765
ENSMUSG00000052534-P,Trimidox,-0.828571429,0.041562682,6,-1.0,0.0,3,-0.8,0.104088039,5,-0.837362637,0.000186397,14,3,True,-,-1,0.066409765
ENSMUSG00000004040-P,Trisaminol,0.964285714,0.000454149,7,0.8,0.2,4,0.857142857,0.013697327,7,0.81630547,3.6e-05,18,3,True,+,1,0.036368496
ENSMUSG00000005514-P,Uracil,0.257142857,0.622787172,6,0.8,0.2,4,0.648674973,0.114995981,7,0.751686223,0.000502403,17,3,True,+,1,0.082373118
ENSMUSG00000031511-P,Urea,-0.654653671,0.110566691,7,-0.8,0.2,4,-0.774806218,0.040769463,7,-0.793799404,8.41e-05,18,3,True,-,-1,0.053376694
ENSMUSG00000021585-P,Urea,-0.21821789,0.638298872,7,-1.0,0.0,4,-0.558581227,0.192452532,7,-0.735918197,0.000498637,18,3,True,-,-1,0.082373118
ENSMUSG00000065799-P,Urea,-0.962435479,0.000514757,7,-1.0,0.0,4,-0.618181818,0.138979439,7,-0.792720531,8.73e-05,18,3,True,-,-1,0.053710515
ENSMUSG00000048612-P,Urea,-0.109108945,0.815871484,7,-0.4,0.6,4,-0.432449982,0.332526778,7,-0.723515081,0.000689343,18,3,True,-,-1,0.093141217
ENSMUSG00000004040-P,Uridine,0.25226249,0.585241091,7,0.8,0.2,4,0.558581227,0.192452532,7,0.764463218,0.000220421,18,3,True,+,1,0.067071685
ENSMUSG00000043614-P,Uridine,-0.648674973,0.114995981,7,-1.0,0.0,4,-0.558581227,0.192452532,7,-0.713843356,0.000877308,18,3,True,-,-1,0.097743368
ENSMUSG00000043411-P,Uridine,0.198206242,0.670085034,7,1.0,0.0,4,0.882918713,0.008450342,7,0.814050021,3.94e-05,18,3,True,+,1,0.037863298
ENSMUSG00000026341-P,Valylglycine,-0.771428571,0.072396501,6,,,1,-0.88949918,0.007339426,7,-0.880803286,3.19e-05,14,2,True,-,-1,0.035186847
ENSMUSG00000019647-P,Valylglycine,0.942857143,0.004804665,6,,,1,0.481812056,0.273586841,7,0.792502205,0.000724794,14,2,True,+,1,0.095083332
ENSMUSG00000038324-P,Xylazine,-0.75,0.0521814,7,-0.4,0.6,4,-0.945610858,0.001286653,7,-0.74380205,0.000402148,18,3,True,-,-1,0.076013674
ENSMUSG00000058351-P,Xylitol,0.392857143,0.38331687,7,,,2,0.214285714,0.644511581,7,0.823529412,8.84e-05,16,2,True,+,1,0.053710515
